name;bestcore;mameversion
"surpratk";lr-mame;
"survartsu";lr-fbalpha;
"suzuk8h2";lr-mame;
"suzuka8h";lr-mame;
"svcpcb";lr-fbalpha;
"svf";lr-mame;
"svg";lr-fbalpha;
"svolleyu";lr-fbalpha;
"swat";lr-fbalpha;
"swatpolc";lr-fbalpha;
"swcourt";lr-mame;
"swimmer";lr-fbalpha;
"sws";lr-fbalpha;
"sws92";lr-fbalpha;
"sws93";lr-fbalpha;
"sws95";lr-mame;
"sws96";lr-mame;
"sws97";lr-mame;
"sxyreac2";lr-fbalpha;
"sxyreact";lr-fbalpha;
"syvalion";lr-fbalpha;
"szaxxon";lr-fbalpha;
"tactcian";lr-fbalpha;
"tail2nos";lr-fbalpha;
"tailg";adv-mame;
"tangtang";lr-fbalpha;
"tankbust";lr-mame;
"tankfrce";lr-fbalpha;
"tantr";lr-mame;
"taotaido";lr-fbalpha;
"tapper";lr-mame;
"targeth";lr-mame;
"tattass";lr-mame;
"taxidrvr";lr-mame;
"tazmania";lr-fbalpha;
"tbowl";lr-fbalpha;
"tbyahhoo";lr-mame;
"tceptor";lr-mame;
"tcobra2";lr-fbalpha;
"tdfever";lr-mame;
"tdpgal";lr-fbalpha;
"tdragon";lr-fbalpha;
"tdragon2";lr-fbalpha;
"teamqb";lr-mame;
"teddybb";lr-fbalpha;
"teedoff";lr-mame;
"tekipaki";lr-fbalpha;
"teljan";lr-fbalpha;
"tempest";adv-mame;
"tengai";lr-fbalpha;
"terracre";lr-fbalpha;
"terrafu";lr-fbalpha;
"tetrbx";lr-fbalpha;
"tetris";lr-fbalpha;
"tetrisp";lr-mame;
"tetrisp2";lr-fbalpha;
"tetrisse";lr-fbalpha;
"tetrsark";lr-fbalpha;
"tfrceac";lr-mame;
"tgm2";lr-fbalpha;
"tharrier";lr-fbalpha;
"thedeep";lr-fbalpha;
"theend";lr-fbalpha;
"theglad";lr-fbalpha;
"thepit";lr-fbalpha;
"theroes";lr-fbalpha;
"thndrbld";lr-fbalpha;
"thndrx2";lr-fbalpha;
"thoop";lr-fbalpha;
"thoop2";lr-mame;
"thunderj";lr-mame;
"thunderl";lr-fbalpha;
"thunderx";lr-fbalpha;
"thundfoxu";lr-fbalpha;
"tigerh";lr-fbalpha;
"tigeroad";lr-fbalpha;
"timber";lr-mame;
"timefgtr";lr-fbalpha;
"timekill";lr-mame;
"timelimt";lr-fbalpha;
"timeplt";lr-fbalpha;
"timescan";lr-fbalpha;
"timesold";lr-fbalpha;
"timetunl";lr-mame;
"timscanr";lr-mame;
"tinklpit";lr-mame;
"tinstar";lr-mame;
"tkdensho";lr-fbalpha;
"tkmmpzdm";lr-mame;
"tkoboxng";lr-mame;
"tmek";lr-mame;
"tmnt2";lr-fbalpha;
"tmnt22pu";lr-fbalpha;
"tmnt2po";lr-fbalpha;
"tmntu";lr-fbalpha;
"tndrcade";lr-fbalpha;
"tnexspce";lr-mame;
"tnextspc";lr-fbalpha;
"tnk3";lr-fbalpha;
"tnzs";lr-fbalpha;
"todruaga";lr-fbalpha;
"toffy";lr-mame;
"toggle";lr-mame;
"tokio";lr-fbalpha;
"tokisens";lr-fbalpha;
"tokiu";lr-fbalpha;
"tokkae";lr-mame;
"tomahawk";lr-mame;
"toobin";adv-mame;
"topgun";lr-mame;
"toppyrap";lr-fbalpha;
"topsecex";lr-mame;
"topspeed";lr-fbalpha;
"toride2g";lr-fbalpha;
"tornbase";lr-mame;
"toryumon";lr-fbalpha;
"totcarn";lr-mame;
"toto";lr-fbalpha;
"touchgo";lr-mame;
"toutrun";adv-mame;
"toypop";lr-fbalpha;
"tp84";lr-fbalpha;
"trackfld";lr-fbalpha;
"tranqgun";lr-mame;
"transfrm";lr-fbalpha;
"travrusa";lr-fbalpha;
"trckydoc";lr-fbalpha;
"tricktrp";lr-fbalpha;
"triothep";lr-fbalpha;
"triplep";lr-fbalpha;
"tripool";lr-fbalpha;
"troangel";lr-mame;
"trog";lr-mame;
"trojan";lr-fbalpha;
"trophyh";lr-fbalpha;
"trstar";lr-fbalpha;
"truxton";lr-fbalpha;
"truxton2";lr-fbalpha;
"trvmstr";lr-fbalpha;
"tsamurai";lr-fbalpha;
"tshingena";lr-fbalpha;
"ttmahjng";lr-fbalpha;
"tturfu";lr-fbalpha;
"tubep";lr-mame;
"tugboat";lr-mame;
"tumblep";lr-fbalpha;
"tunhunt";lr-mame;
"turbofrcu";lr-fbalpha;
"turbotag";lr-mame;
"turkhunt";lr-fbalpha;
"turtles";lr-fbalpha;
"turtship";lr-fbalpha;
"tutankhm";lr-fbalpha;
"twinactn";lr-fbalpha;
"twinadv";lr-fbalpha;
"twinbee";lr-fbalpha;
"twinbrat";lr-fbalpha;
"twincobru";lr-fbalpha;
"twineag2";lr-fbalpha;
"twineagl";lr-fbalpha;
"twinfalc";lr-fbalpha;
"twinhawku";lr-fbalpha;
"twinkle";lr-fbalpha;
"twinqix";lr-fbalpha;
"twotiger";lr-mame;
"uballoon";lr-fbalpha;
"uccopsu";lr-mame;2003
"uccopsar";lr-mame;2003
"ufosensi";lr-fbalpha;
"ultennis";lr-mame;
"ultraman";lr-fbalpha;
"ultratnk";lr-mame;
"ultrax";lr-fbalpha;
"umanclub";lr-fbalpha;
"umk3";lr-mame;
"unclepoo";lr-fbalpha;
"uniwars";lr-fbalpha;
"unkpacg";lr-fbalpha;
"unsquad";lr-fbalpha;
"uopoko";lr-fbalpha;
"upndown";lr-fbalpha;
"usclssic";lr-fbalpha;
"usg32";lr-fbalpha;
"usgames";lr-fbalpha;
"utoukond";lr-fbalpha;
"valkyrie";lr-fbalpha;
"valtric";lr-mame;
"vandyke";lr-fbalpha;
"vangrd2";lr-fbalpha;
"vanvan";lr-fbalpha;
"vaportra";lr-fbalpha;
"varth";lr-fbalpha;
"vasara";lr-fbalpha;
"vasara2";lr-fbalpha;
"vastar";lr-fbalpha;
"vball";lr-mame;
"vblokbrk";lr-fbalpha;
"vendetta";lr-fbalpha;
"venture";lr-mame;
"vfkids";lr-mame;
"vhunt2";lr-fbalpha;
"victroad";lr-fbalpha;
"videopin";lr-mame;
"vigilanto";lr-fbalpha;
"vimana";lr-fbalpha;
"vindctr2";lr-mame;
"vindictr";lr-mame;
"viofightu";lr-fbalpha;
"viostormu";lr-fbalpha;
"vmetal";lr-fbalpha;
"volfiedu";lr-fbalpha;
"vsav2";lr-fbalpha;
"vsavu";lr-fbalpha;
"vsbball";lr-mame;
"vsfdf";lr-mame;
"vsgongf";lr-fbalpha;
"vsgradus";lr-mame;
"vshoot";lr-mame;
"vspinbal";lr-mame;
"vsskykid";lr-mame;
"vsslalom";lr-mame;
"vssoccer";lr-mame;
"vstennis";lr-mame;
"vstetris";lr-mame;
"vulcan";lr-fbalpha;
"vulgus";lr-fbalpha;
"wallc";lr-fbalpha;
"wallst";lr-mame;
"wanted";lr-fbalpha;
"wardner";lr-fbalpha;
"wargods";lr-mame;
"warlords";lr-mame;
"warofbugu";lr-fbalpha;
"warpwarp";lr-fbalpha;
"warriorb";lr-fbalpha;
"waterski";lr-mame;
"watrball";lr-fbalpha;
"wb3";lr-fbalpha;
"wbeachvl";lr-mame;
"wbmlvc";lr-fbalpha;
"wboy";lr-fbalpha;
"wc90";lr-fbalpha;
"wecleman";lr-mame;
"welltris";lr-fbalpha;
"wg3dh";lr-mame;
"wgp";lr-mame;
"wheelrun";lr-fbalpha;
"wiggie";lr-fbalpha;
"wildfang";lr-fbalpha;
"wildplt";lr-mame;
"willowu";lr-fbalpha;
"wilytowr";lr-fbalpha;
"wingforc";lr-fbalpha;
"winterht";lr-mame;
"wiping";lr-fbalpha;
"wits";lr-fbalpha;
"wiz";lr-fbalpha;
"wizdfireu";lr-mame;2003
"wizdfire";lr-mame;2003
"wizzquiz";lr-fbalpha;
"wldcourt";lr-fbalpha;
"wlstar";lr-fbalpha;
"wmatch";lr-fbalpha;
"wndrmomo";lr-fbalpha;
"wndrplnt";lr-fbalpha;
"wofch";lr-fbalpha;
"wofu";lr-fbalpha;
"wondl96";lr-fbalpha;
"wondstck";lr-fbalpha;
"woodpeck";lr-fbalpha;
"worldwar";lr-fbalpha;
"wotw";adv-mame;
"wownfant";lr-fbalpha;
"wrally";lr-fbalpha;
"wrally2";lr-mame;
"wrecking";lr-mame;
"wrestwar";lr-fbalpha;
"wrofaero";lr-fbalpha;
"ws";lr-fbalpha;
"wschamp";lr-fbalpha;
"wseries";lr-mame;
"wsf";lr-mame;
"wtennis";lr-mame;
"wwallyj";lr-fbalpha;
"wwestern";lr-mame;
"wwfmania";lr-mame;
"wwfsstaru";lr-fbalpha;
"wwfwfestu";lr-fbalpha;
"wwjgtin";lr-fbalpha;
"wyvernf0";lr-fbalpha;
"xenophob";lr-mame;
"xevi3dg";lr-mame;
"xexex";lr-fbalpha;
"xmcotau";lr-fbalpha;
"xmen";lr-fbalpha;
"xmultipl";lr-fbalpha;
"xmvsfu";lr-fbalpha;
"xorworld";lr-fbalpha;
"xsleena";lr-fbalpha;
"xxmissio";lr-fbalpha;
"xybots";lr-mame;
"xyonix";lr-mame;
"yamagchi";lr-fbalpha;
"yamato";lr-fbalpha;
"yamyam";lr-mame;
"yard";lr-mame;
"yesnoj";lr-fbalpha;
"yiear";lr-fbalpha;
"yosakdon";lr-mame;
"youjyudn";lr-fbalpha;
"yuyugogo";lr-fbalpha;
"zaviga";lr-fbalpha;
"zaxxon";lr-mame;
"zerohour";lr-mame;
"zeropnt";lr-fbalpha;
"zeropnt2";lr-fbalpha;
"zerowing";lr-fbalpha;
"zerozone";lr-fbalpha;
"zigzag";lr-mame;
"zigzagb";lr-fbalpha;
"zingzip";lr-fbalpha;
"zipzap";lr-fbalpha;
"zoar";lr-fbalpha;
"zodiack";lr-fbalpha;
"zombraid";lr-fbalpha;
"zookeep";lr-mame;
"zunkyou";lr-mame;
"zzyzzyxx";lr-fbalpha;
